SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,
1701, 整 套 apt 位 于 一 栋 house 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 !,2,apt,公寓,house,房子,,,,,,, 整 套 公寓 位 于 一 栋 房子 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 !,22,2,4,[0_ 1_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 12_ 13_ 14_ 15_ 17_ 18_ 20_ 21_ 22_ 23_ 24_ 25_ 26],[2_ 7],[11_ 16_ 19_ 27],,,,
1702, $550 plus utilities ， plus last month rent and$100 utility security deposit 有 兴趣 请 联系 ： 我 （ em@77,3,plus utilities,加使用费,plus last month rent,加上个月房租,utility security deposit,,付款,,,, $550加使用费，加上个月房租and$100 付款有 兴趣 请 联系 ： 我 （ em@77,5,9,6,[12_ 13_ 14_ 15_ 17],[1_ 2_ 4_ 5_ 6_ 7_ 9_ 10_ 11],[0_ 3_ 8_ 16_ 18_ 19],,,,
1703, giant eagle 跟 target 都 很 近 。,2,giant eagle,捷安特鹰,target,塔吉特,,,,,,, 捷安特鹰 跟 塔吉特 都 很 近 。,4,3,1,[2_ 4_ 5_ 6],[0_ 1_ 3],[7],,,,
1704, 如果 没有 ， 方便 联系 一下 我们 吗 ， email ： em@91,1,email,邮件,,,,,,,,, 如果 没有 ， 方便 联系 一下 我们 吗 ， 邮件 ： em@91,7,1,4,[0_ 1_ 3_ 4_ 5_ 6_ 7],[9],[2_ 8_ 10_ 11],,,,
1705, house 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题 。,1,house,房子,,,,,,,,, 房子 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题 。,11,1,2,[1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[0],[5_ 13],,,,
1706, 可以 住 两 个 人 或者 couple 。,1,couple,情侣,,,,,,,,, 可以 住 两 个 人 或者 情侣 。,6,1,1,[0_ 1_ 2_ 3_ 4_ 5],[6],[7],,,,
1707, 我们 都 是 今年 master 新生,1,master,硕士,,,,,,,,, 我们 都 是 今年 硕士 新生,5,1,0,[0_ 1_ 2_ 3_ 5],[4],[],,,,
1708, 包含 utilities 么 ？,1,utilities,使用费,,,,,,,,, 包含 使用费 么 ？,2,1,1,[0_ 2],[1],[3],,,,
1709, 房子 是 两 个 bedroom （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大 。,1,bedroom,房间,,,,,,,,, 房子 是 两 个 房间 （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大 。,14,1,5,[0_ 1_ 2_ 3_ 6_ 7_ 9_ 10_ 13_ 14_ 15_ 16_ 17_ 18],[4],[5_ 8_ 11_ 12_ 19],,,,
1710, 具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 email 给 我 就 行 了 。,1,email,邮件,,,,,,,,, 具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 邮件 给 我 就 行 了 。,15,1,3,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 10_ 11_ 13_ 14_ 15_ 16_ 17],[12],[4_ 9_ 18],,,,
1711, 本人 me 的 master 。,2,me,我,master,硕士,,,,,,, 本人 我 的 硕士 。,2,2,1,[0_ 2],[1_ 3],[4],,,,
1712, 足够 的 存储 空间 ， 每个 卧室 都 有 宽敞 的 closet ， 客厅 和 走道 有 storage ， 其中 一 个 为 walk-in 。,2,closet,衣橱,storage,储藏间,,,,,,, 足够 的 存储 空间 ， 每个 卧室 都 有 宽敞 的 衣橱 ， 客厅 和 走道 有 储藏间 ， 其中 一 个 为 walk-in 。,18,2,5,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 13_ 14_ 15_ 16_ 19_ 20_ 21_ 22],[11_ 17],[4_ 12_ 18_ 23_ 24],,,,
1713, about me : 多伦多 大学 本科 毕业 。,1,about me,关于我,,,,,,,,, 关于我: 多伦多 大学 本科 毕业 。,4,2,2,[3_ 4_ 5_ 6],[0_ 1],[2_ 7],,,,
1714, 有意 可以 联系 我 email : em@92,1,email,邮件,,,,,,,,, 有意 可以 联系 我 邮件 : em@92,4,1,2,[0_ 1_ 2_ 3],[4],[5_ 6],,,,
1715, 整个 apartment 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间 。,1,apartment,公寓,,,,,,,,, 整个 公寓 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间 。,13,1,3,[0_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 12_ 13_ 14_ 15],[1],[7_ 11_ 16],,,,
1716, tang ) 或 pn-24 ( ms.,1,tang,唐,,,,,,,,, 唐 ) 或 pn-24 ( ms.,1,1,4,[2],[0],[1_ 3_ 4_ 5],,,,
1717, 公寓 在 oakland ， craig st.,2,oakland,地名,craig,克莱格街,,,,,,, 公寓 在 地名 ， 克莱格街.,2,2,2,[0_ 1],[2_ 4],[3_ 5],,,,
1718, 有 兴趣 请 联系 我 cora pn-25 ， em@84,1,cora,克拉,,,,,,,,, 有 兴趣 请 联系 我 克拉 pn-25 ， em@84,5,1,3,[0_ 1_ 2_ 3_ 4],[5],[6_ 7_ 8],,,,
1719, 位于 north craig st.,1,north craig,北克莱格街,,,,,,,,, 位于 北克莱格街,1,2,1,[0],[1_ 2],[3],,,,
1720, 和 bayard st .,1,bayard st,巴亚德街,,,,,,,,, 和 巴亚德街.,1,2,1,[0],[1_ 2],[3],,,,
1721, 房租 包 gas ， water ， sewage ， heat 。,4,gas,燃气,water,水,sewage,污水,heat,暖气,,, 房租 包 燃气 ， 水 ， 污水 ， 暖气。,2,4,4,[0_ 1],[2_ 4_ 6_ 8],[3_ 5_ 7_ 9],,,,
1722, 因为 在 远离 fifth 的 一 侧 ， 所以 很 安静 的 。,1,fifth,第五大街,,,,,,,,, 因为 在 远离 第五大街h 的 一 侧 ， 所以 很 安静 的 。,10,1,2,[0_ 1_ 2_ 4_ 5_ 6_ 8_ 9_ 10_ 11],[3],[7_ 12],,,,
1723, 而且 冬天 gas 开 的 很 足 ， 很 暖和 。,1,gas,燃气,,,,,,,,, 而且 冬天 燃气 开 的 很 足 ， 很 暖和 。,8,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 8_ 9],[2],[7_ 10],,,,
1724, 位于 north craig st.,1,north craig,北克莱格,,,,,,,,, 位于 北克莱格,1,2,1,[0],[1_ 2],[3],,,,
1725, 和 bayard st .,1,bayard st,巴亚德街,,,,,,,,, 和巴亚德街,1,2,1,[0],[1_ 2],[3],,,,
1726, 三 层 楼 豪宅 basement 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 utility ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量 。,2,basement,地下室,utility,使用费,,,,,,, 三 层 楼 豪宅 地下室 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 使用费 ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量 。,28,2,6,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 20_ 21_ 23_ 24_ 26_ 27_ 28_ 29_ 30_ 31_ 32_ 33_ 34],[4_ 18],[8_ 12_ 19_ 22_ 25_ 35],,,,
1727, bus stop 也 就 在家 门口 。,1,bus stop,公交站,,,,,,,,, 公交站 也 就 在家 门口 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1728, 和 我 去 过 的 其他 apartment 相比 ， webster hall 是 最 新 的 之一 。,2,apartment,公寓,webster hall,韦伯斯特公寓,,,,,,, 和 我 去 过 的 其他 公寓 相比 ， 韦伯斯特公寓 是 最 新 的 之一 。,12,3,2,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 11_ 12_ 13_ 14_ 15],[6_ 9_ 10],[8_ 16],,,,
1729, 具体 可以 再 google 地图 上 看到 。,1,google,谷歌,,,,,,,,, 具体 可以 再 谷歌 地图 上 看到 。,6,1,1,[0_ 1_ 2_ 4_ 5_ 6],[3],[7],,,,
1730, 本人 匹 大 的 phd ， 女生 。,1,phd,博士,,,,,,,,, 本人 匹 大 的 博士 ， 女生 。,5,1,2,[0_ 1_ 2_ 3_ 6],[4],[5_ 7],,,,
1731, bus stop 也 就 在家 门口 。,1,bus stop,公交站,,,,,,,,, 公交站 也 就 在家 门口 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1732, 五 分钟 到 walnut 逛街 ；,1,walnut,坚果,,,,,,,,, 五 分钟 到 坚果 逛街 ；,4,1,1,[0_ 1_ 2_ 4],[3],[5],,,,
1733, bus stop 也 就 在家 门口 。,1,bus stop,公交站,,,,,,,,, 公交站也 就 在家 门口 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1734, house 在 north craig st.,2,house,房子,north craig,北克莱格,,,,,,, 房子 在 北克莱格,1,3,1,[1],[0_ 2_ 3],[4],,,,
1735, 上 ， 临近 centre ave.,1,centre,中心,,,,,,,,, 上 ， 临近 中心.,2,1,2,[0_ 2],[3],[1_ 4],,,,
1736, 欢迎 email 联系 联系 方式 ： em@93,1,email,邮件,,,,,,,,, 欢迎 邮件 联系 联系 方式 ： em@93,4,1,2,[0_ 2_ 3_ 4],[1],[5_ 6],,,,
1737, 联系 方式 ： email : em@94,1,email,邮件,,,,,,,,, 联系 方式 ： 邮件 : em@94,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,
1738, 房间 内 有 air conditioner ， furniture 齐全 ， 可以 直接 拎包 入住 。,2,air conditioner,空调,furniture,家具,,,,,,, 房间 内 有 空调 ，家具 齐全 ， 可以 直接 拎包 入住 。,8,3,3,[0_ 1_ 2_ 7_ 9_ 10_ 11_ 12],[3_ 4_ 6],[5_ 8_ 13],,,,
1739, 离 giant eagle （ market district ） 也 非常 地 近 。,2,giant eagle,捷安特鹰,market district,购物区,,,,,,, 离 捷安特鹰 （ 购物区 ） 也 非常 地 近 。,5,4,3,[0_ 7_ 8_ 9_ 10],[1_ 2_ 4_ 5],[3_ 6_ 11],,,,
1740, house 在 north craig st.,2,house,房子,north craig,贝克莱格,,,,,,, 房子 在 贝克莱格,1,3,1,[1],[0_ 2_ 3],[4],,,,
1741, 上 ， 临近 centre ave.,1,centre,中心,,,,,,,,, 上 ， 临近中心,2,1,2,[0_ 2],[3],[1_ 4],,,,
1742, 五 分钟 到 walnut 逛街 ；,1,walnut,坚果,,,,,,,,, 五 分钟 到 坚果 逛街 ；,4,1,1,[0_ 1_ 2_ 4],[3],[5],,,,
1743, 房屋 所 属 公司 ： union real estate 之 coronado 公司 房屋 类型 ：,2,union real estate,联合地产,coronado,科罗拉多,,,,,,, 房屋 所 属 公司 ： 联合地产 之科罗拉多公司 房屋 类型 ：,8,4,2,[0_ 1_ 2_ 3_ 8_ 10_ 11_ 12],[5_ 6_ 7_ 9],[4_ 13],,,,
1744, bus stop 也 就 在家 门口 。,1,bus stop,公交站,,,,,,,,, 公交站 也 就 在家 门口 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1745, walk : 5-7-minto downtown （ 门口 就 是 车站 ） : 71b/71 d direct bus.,3,walk,步行,downtown,市中心,d direct,直达,,,,, 步行 : 5-7-市中心 门口 就 是 车站 ） : 71b/71 直达,4,4,7,[5_ 6_ 7_ 8],[0_ 3_ 12_ 13],[1_ 2_ 4_ 9_ 10_ 11_ 14],,,,
1746, 巨大 宽敞 的 全 装修 living room ， 2.,1,living room,客厅,,,,,,,,, 巨大 宽敞 的 全 装修 客厅， 2.,5,2,2,[0_ 1_ 2_ 3_ 4],[5_ 6],[7_ 8],,,,
1747, 目前 dining room 被 改装 成 一 个 小 living room ， 有 沙发 和 电视 。,2,dining room,餐厅,living room,客厅,,,,,,, 目前餐厅被 改装 成 一 个 小客厅 ， 有 沙发 和 电视 。,11,4,2,[0_ 3_ 4_ 5_ 6_ 7_ 8_ 12_ 13_ 14_ 15],[1_ 2_ 9_ 10],[11_ 16],,,,
1748, living room 很大 ， 可以 放 full size 的 大 床 和 各 种 家具 。,2,living room,客厅,full size,大号床垫,,,,,,, 客厅很大 ， 可以 放大号床垫 的 大 床 和 各 种 家具 。,10,4,2,[2_ 4_ 5_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[0_ 1_ 6_ 7],[3_ 15],,,,
1749, 虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大 。,3,dining room,餐厅,kitchen,厨房,bathroom,卧室,,,,, 虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房还有卧室相隔 ， 所以 互相 干扰 不 大 。,25,4,6,[0_ 1_ 2_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 18_ 19_ 20_ 25_ 27_ 29_ 30_ 31_ 32_ 33],[21_ 22_ 24_ 26],[3_ 7_ 17_ 23_ 28_ 34],,,,
1750, 是 apartment building ， 有 很 好 的 管理 公司 。,1,apartment building,公寓,,,,,,,,, 是公寓 ， 有 很 好 的 管理 公司 。,7,2,2,[0_ 4_ 5_ 6_ 7_ 8_ 9],[1_ 2],[3_ 10],,,,
1751, 一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,1,pittsburgh,匹兹堡,,,,,,,,, 一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,16,1,3,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18],[2],[6_ 12_ 19],,,,
1752, 和 bayard st .,1,bayard st,巴亚德街,,,,,,,,, 和 巴亚德街,1,2,1,[0],[1_ 2],[3],,,,
1753, 我们 的 公寓 位于 hobart street ， 出行 方便 。,1,hobart street,霍波特街,,,,,,,,, 我们 的 公寓 位于霍波特街 ， 出行 方便 。,6,2,2,[0_ 1_ 2_ 3_ 7_ 8],[4_ 5],[6_ 9],,,,
1754, 外出 吃饭 可 到 murray 上 ， 有 川 霸王 和 china star 以及 各 种 小 馆 。,2,murray,穆勒,china star,中国星,,,,,,, 外出 吃饭 可 到 穆勒 上 ， 有 川 霸王 和中国星以及 各 种 小 馆 。,14,3,2,[0_ 1_ 2_ 3_ 5_ 7_ 8_ 9_ 10_ 13_ 14_ 15_ 16_ 17],[4_ 11_ 12],[6_ 18],,,,
1755, html 谢谢 ！,1,html,短讯,,,,,,,,, 短讯谢谢 ！,1,1,1,[1],[0],[2],,,,
1756, 到 giant eagle 很 近 。,1,giant eagle,捷安特鹰,,,,,,,,, 到捷安特鹰 很 近 。,3,2,1,[0_ 3_ 4],[1_ 2],[5],,,,
1757, 去 中国 超市 、 匹 大 、 downtown 等 地 只 需 一 辆 公交 。,1,downtown,市中心,,,,,,,,, 去 中国 超市 、 匹 大 、 市中心等 地 只 需 一 辆 公交 。,12,1,3,[0_ 1_ 2_ 4_ 5_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[7],[3_ 6_ 15],,,,
1758, 适合 交流 学者 或者 summer 过来 读书 的 女生 。,1,summer,夏季,,,,,,,,, 适合 交流 学者 或者 夏季过来 读书 的 女生 。,8,1,1,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8],[4],[9],,,,
1759, escort 及 shuttle 均 可 到达 。,2,escort,通勤,shuttle,公交,,,,,,, 通勤 及 公交 均 可 到达 。,4,2,1,[1_ 3_ 4_ 5],[0_ 2],[6],,,,
1760, bus stop 也 就 在家 门口 。,1,bus stop,公交站,,,,,,,,, 公交站 也 就 在家 门口 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1761, 一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,1,pittsburgh,匹兹堡,,,,,,,,, 一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,16,1,3,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18],[2],[6_ 12_ 19],,,,
1762, 和 bayard st .,1,bayard st,巴亚德街,,,,,,,,, 和 巴亚德街 .,1,2,1,[0],[1_ 2],[3],,,,
1763, 公司 meyers management 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,1,meyers management,迈耶管理,,,,,,,,, 公司 迈耶管理所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,11,2,3,[0_ 3_ 5_ 6_ 7_ 9_ 10_ 12_ 13_ 14_ 15],[1_ 2],[4_ 8_ 11],,,,
1764, craig 上 有 两 间 中式 餐厅 ，,1,craig,克莱格,,,,,,,,, 克莱格 上 有 两 间 中式 餐厅 ，,6,1,1,[1_ 2_ 3_ 4_ 5_ 6],[0],[7],,,,
1765, 公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,1,nice,好,,,,,,,,, 公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,22,1,4,[0_ 1_ 2_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 17_ 18_ 19_ 20_ 21_ 23_ 24_ 25],[16],[3_ 7_ 22_ 26],,,,
1766, bus stop 也 就 在家 门口 。,1,bus stop,公交站,,,,,,,,, 公交站 也 就 在家 门口 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1767, 人 都 很 nice 。,1,nice,好,,,,,,,,, 人 都 很 好 。,3,1,1,[0_ 1_ 2],[3],[4],,,,
1768, 出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,1,house,房子,,,,,,,,, 出租 的 是 房子 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,20,1,4,[0_ 1_ 2_ 4_ 5_ 7_ 8_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 20_ 21_ 22_ 23],[3],[6_ 9_ 14_ 24],,,,
1769, 可以 出 粗 全 套 或 只 租 living room （ 320/per month ） 。,2,living room,客厅,month,月,,,,,,, 可以 出 粗 全 套 或 只 租 客厅 （ 320/per 月 ） 。,8,3,4,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8_ 9_ 12],[10_ 11_ 13_ 14],,,,
1770, house 在 north craig st.,2,house,房子,north craig,北克莱格街,,,,,,, 房子 在 北克莱格街,1,3,1,[1],[0_ 2_ 3],[4],,,,
1771, 上 ， 临近 centre ave.,1,centre,中央街,,,,,,,,, 上 ， 临近 中央街.,2,1,2,[0_ 2],[3],[1_ 4],,,,
1772, 学校 escort 也 直接 到 。,1,escort,通勤,,,,,,,,, 学校 通勤也 直接 到 。,4,1,1,[0_ 2_ 3_ 4],[1],[5],,,,
1773, 这个 apartment 是 在 这个 地段 来 说 是 非常 便宜 的 。,1,apartment,公寓,,,,,,,,, 这个 公寓 是 在 这个 地段 来 说 是 非常 便宜 的 。,11,1,1,[0_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11],[1],[12],,,,
1774, 房间 内 有 一 个 很 大 的 closet 和 一 个 bathroom 。,2,closet,衣橱,bathroom,卧室,,,,,,, 房间 内 有 一 个 很 大 的 衣橱 和 一 个 卧室 。,11,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11],[8_ 12],[13],,,,
1775, 地下室 有 洗衣机 和 dryer ， 是 房东 提供 的 ， 免费 。,1,dryer,烘干机,,,,,,,,, 地下室 有 洗衣机 和 烘干机 ， 是 房东 提供 的 ， 免费 。,9,1,3,[0_ 1_ 2_ 3_ 6_ 7_ 8_ 9_ 11],[4],[5_ 10_ 12],,,,
1776, 联系 email : em@95,1,email,邮件,,,,,,,,, 联系 邮件 : em@95,1,1,2,[0],[1],[2_ 3],,,,
1777, 人 都 很 nice 。,1,nice,好,,,,,,,,, 人 都 很 好 。,3,1,1,[0_ 1_ 2],[3],[4],,,,
1778, 我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便 。,1,apt,公寓,,,,,,,,, 我们 都 很 喜欢 这个 公寓 ， 生活 在 这里 很 方便 。,10,1,2,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11],[5],[6_ 12],,,,
1779, 房间 内 有 一 个 很 大 的 closet 。,1,closet,衣橱,,,,,,,,, 房间 内 有 一 个 很 大 的 衣橱 。,8,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8],[9],,,,
1780, 即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale 。,1,on sale,甩卖,,,,,,,,, 即刻 就 可以 入住 ， 部分 家具 赠送 或者 甩卖 。,8,2,2,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8],[9_ 10],[4_ 11],,,,
1781, house 在 north craig st.,2,house,房子,north craig,北克莱格街,,,,,,, 房子 在 北克莱格街,1,3,1,[1],[0_ 2_ 3],[4],,,,
1782, 上 ， 临近 centre ave.,1,centre,中央街,,,,,,,,, 上 ， 临近 中央街,2,1,2,[0_ 2],[3],[1_ 4],,,,
1783, management 人 非常 nice 。,2,management,管理,nice,好,,,,,,, 管理人 非常 好 。,2,2,1,[1_ 2],[0_ 3],[4],,,,
1784, 一 、 户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room 。,4,bedroom,卧室,bathroom,卧室,living room,客厅,dining room,餐厅,,, 一 、 户型 布局 整 套 房子 有 两 间 卧室 ， 一 间 卧室 ， 客厅 及 餐厅,12,6,4,[0_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 12_ 13_ 18],[10_ 14_ 16_ 17_ 19_ 20],[1_ 11_ 15_ 21],,,,
1785, 周围 有 韩国 超市 ， 门口 bus 直达 giant eagle 。,2,bus,公交,giant eagle,捷安特鹰,,,,,,, 周围 有 韩国 超市 ， 门口 公交 直达 捷安特鹰 。,6,3,2,[0_ 1_ 2_ 3_ 5_ 7],[6_ 8_ 9],[4_ 10],,,,
1786, 附近 有 星巴克 ， subway 和 许多 意大利 餐馆 。,1,subway,地铁,,,,,,,,, 附近 有 星巴克 ，赛百味 和 许多 意大利 餐馆 。,7,1,2,[0_ 1_ 2_ 5_ 6_ 7_ 8],[4],[3_ 9],,,,
1787, 去 cvs ， giant eagle 和 中国 超市 都 很 方便 。,2,cvs,西维斯,giant eagle,捷安特鹰,,,,,,, 去 西维斯 ， 捷安特鹰 和 中国 超市 都 很 方便 。,7,3,2,[0_ 5_ 6_ 7_ 8_ 9_ 10],[1_ 3_ 4],[2_ 11],,,,
1788, house 在 north craig st.,2,house,房子,north craig,北克莱格街,,,,,,, 房子 在北克莱格街,1,3,1,[1],[0_ 2_ 3],[4],,,,
1789, 上 ， 临近 centre ave.,1,centre,中央街,,,,,,,,, 上 ， 临近 中央街.,2,1,2,[0_ 2],[3],[1_ 4],,,,
1790, 就 我 这个 apt 来说 ， 大 ， 整洁 ， 干净 。,1,apt,公寓,,,,,,,,, 就 我 这个 公寓来说 ， 大 ， 整洁 ， 干净 。,7,1,4,[0_ 1_ 2_ 4_ 6_ 8_ 10],[3],[5_ 7_ 9_ 11],,,,
1791, 我 的 bedroom 还 带 了 一 个 closet 和 一 个 厕所 。,2,bedroom,卧室,closet,衣橱,,,,,,, 我 的 卧室 还 带 了 一 个 衣橱 和 一 个 厕所 。,11,2,1,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11_ 12],[2_ 8],[13],,,,
1792, 房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括 。,2,wireless,无线网,heating,暖气,,,,,,, 房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， 无线网 ， 暖气 ， 全 都 包括 。,9,2,8,[0_ 1_ 4_ 5_ 7_ 9_ 15_ 16_ 17],[11_ 13],[2_ 3_ 6_ 8_ 10_ 12_ 14_ 18],,,,
1793, 两 个 人 都 很 nice ， 不 喜欢 party 。,2,nice,好,party,聚会,,,,,,, 两 个 人 都 很 好 ， 不 喜欢 聚会 。,7,2,2,[0_ 1_ 2_ 3_ 4_ 7_ 8],[5_ 9],[6_ 10],,,,
1794, 有意 请 email : cecilia.,1,email,邮件,,,,,,,,, 有意 请 邮件 : cecilia.,2,1,2,[0_ 1],[2],[3_ 4],,,,
1795, 出租 地点 : 位于 north craig st.,1,north craig,北克莱格街,,,,,,,,, 出租 地点 : 位于 北克莱格街.,3,2,2,[0_ 1_ 3],[4_ 5],[2_ 6],,,,
1796, 和 bayard st .,1,bayard st,巴叶德街,,,,,,,,, 和巴叶德街 .,1,2,1,[0],[1_ 2],[3],,,,
1797, 和 bayard st .,1,bayard st,巴叶德街,,,,,,,,, 和巴叶德街 .,1,2,1,[0],[1_ 2],[3],,,,
1798, 房间 内 有 一 个 很 大 的 closet 。,1,closet,衣橱,,,,,,,,, 房间 内 有 一 个 很 大 的 衣橱 。,8,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8],[9],,,,
1799, 房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金 。,1,lease,租约,,,,,,,,, 房子 可以 不 签 租约 ， 但 需要 付 一 个 月 的 押金 。,12,1,2,[0_ 1_ 2_ 3_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[4],[5_ 14],,,,
1800, 联系 email : wenzhou.,1,email,邮件,,,,,,,,, 联系 邮件 : wenzhou.,1,1,2,[0],[1],[2_ 3],,,,
1801, 请 联系 ： ying fei,1,ying fei,人名,,,,,,,,, 请 联系 ： 人名,2,2,1,[0_ 1],[3_ 4],[2],,,,
1802, 联系 方式 ： email : kidd em@96,2,email,邮件,kidd,孩子,,,,,,, 联系 方式 ： 邮件 : kidd em@96,2,2,3,[0_ 1],[3_ 5],[2_ 4_ 6],,,,
1803, 有 合适 的 请 email ： em@97,1,email,邮件,,,,,,,,, 有 合适 的 请 邮件 ： em@97,4,1,2,[0_ 1_ 2_ 3],[4],[5_ 6],,,,
1804, 3-bedroom apartment ， 最好 不 是 house/townhouse2.,1,apartment,公寓,,,,,,,,, 3-bedroom 公寓 ， 最好 是 房子/房子.,3,1,3,[3_ 4_ 5],[1],[0_ 2_ 6],,,,
1805, house 在 north craig st.,2,house,房子,north craig,北克莱格街,,,,,,, 房子 在 n北克莱格街.,1,3,1,[1],[0_ 2_ 3],[4],,,,
1806, 上 ， 临近 centre ave.,1,centre,中央街,,,,,,,,, 上 ， 临近 中央街,2,1,2,[0_ 2],[3],[1_ 4],,,,
1807, apartment 情况 ： 在 fifth ave and neville st .,2,apartment,公寓,fifth ave and neville st,,,,,,,, 公寓 情况 ： 在 fifth ave and neville st .,2,6,2,[1_ 3],[0_ 4_ 5_ 6_ 7_ 8],[2_ 9],,,,
